21 1 8 1982 1 5 3 0 7500 0 1 11 13 -4 13 2 4 -4 -4 -4 -4 -4 -4 -4 2 -4 -4 -4 600 325 100 1 -4 5 -4 -4 3 3 13 12 1 30 3 -4 -4 0 -4 -4 1 -4 21000 -4 -4 -4 9 1 1 1 0 0 1 0 0 1 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 56000 404 2 2 2 2 9 5 3 2
22 1 6 1982 1 5 1 -3 7500 -3 1 12 11 -4 11 2 13 -4 8 -4 -4 -4 -4 -4 4 -4 2 -4 400 550 100 1 -4 3 -4 -4 1 2 13 12 0 -4 -4 -4 -4 0 -4 -4 1 -4 -2 1 -4 -4 6 6 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 2 2 2 2 3 4 21 1
23 2 1 1983 1 5 3 -3 7500 -3 1 10 10 -4 10 2 7 0 -4 -4 3 6 1 0 4 2 -4 -4 300 625 200 1 5 -4 0 -4 1 0 12 12 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -2 -2 7 1 1 1 0 0 1 0 0 1 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 1 0 1 0 0 1 1 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 2 2 2 2 9 5 3 2
24 1 6 1984 1 5 3 -3 7500 -3 1 5 7 13 7 2 10 3 -4 -4 4 5 0 0 4 4 -4 -4 600 300 200 2 -4 3 -4 1 3 0 9 8 1 30 4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 -2 1 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 0 0 0 0 2 2 9 5 3 2
25 2 3 1983 1 5 1 0 7500 0 1 12 12 12 12 2 -4 -4 -4 -4 -4 5 -4 0 -4 -4 -4 -4 600 800 200 1 2 -4 0 -4 0 0 9 9 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 6 1 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 1 0 1 1 -2 1 1 3 3 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 46000 188 1 0 2 2 9 5 3 2
26 1 10 1980 0 2 1 -3 7500 -3 1 -3 12 -4 12 1 -4 -4 -4 -4 -4 -4 -4 -4 4 -4 -4 3 -4 -4 -4 -4 -4 -4 -4 -4 0 0 11 10 1 30 15 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 8 1 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -2 -3 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 0 0 2 2 3 4 21 1
27 1 5 1981 0 2 1 -3 7500 -3 1 8 10 -4 10 1 -4 -4 -4 -4 -4 -4 -4 -4 2 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 2 2 9 9 1 15 5 -4 -4 0 -4 -4 1 -4 -2 1 -4 -4 7 1 1 1 0 0 0 0 0 1 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 0 0 2 2 6 4 8 1
28 2 11 1983 0 2 2 13000 7500 82 1 12 12 16 12 1 13 13 -4 -4 4 6 0 0 4 4 -4 -4 400 325 200 1 0 -4 2 -4 0 0 14 13 0 -4 -4 -4 -4 0 -4 -4 0 -4 -4 -4 -4 -4 6 1 1 0 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 -4 -4 -4 -4 0 -4 -4 -4 -4 1 1 0 0 14 -4 1 0 1 1 0 1 1 3 5 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -3 -3 2 2 2 2 6 4 8 1
29 2 1 1983 0 1 2 -3 3750 -3 1 -3 -3 -3 -3 4 10 10 -4 -4 2 2 1 0 4 4 -4 -4 100 100 300 3 3 -4 0 -4 1 1 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
30 1 6 1981 0 1 1 -3 -3 -3 1 -3 -3 -3 -3 4 -4 -4 -4 -4 -4 3 -4 0 2 -4 -4 -4 300 -4 -4 -4 -4 -4 -4 1 0 0 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5
